V4_0,mmm-yy,time,uk-only,geography,cpih1dim1aggid,aggregate
91.9,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
95.4,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
97.3,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
96.9,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
91.5,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
106.6,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
97,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
95.3,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
92.2,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
97.3,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
97.6,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
97.5,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
97.8,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
95.2,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
88.6,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
95.1,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
89.9,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
96.2,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
110.9,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
93.4,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
91,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
95.3,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
127.6,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
93,Month,Apr-12,K02000001,United Kingdom,cpih1dim1T110000,11 Restaurants and hotels
94.5,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
96.8,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
98.5,Month,Apr-12,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
79,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
98.7,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
88.6,Month,Apr-12,K02000001,United Kingdom,cpih1dim1T20000,02 Alcoholic beverages and tobacco
72.9,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
98.6,Month,Apr-12,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
93.9,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
81.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
148,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
100.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
84.1,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
93.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
104.9,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
93.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
122.1,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
105,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
103.1,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
135.3,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
100.1,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
87.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
94.7,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
104.9,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
91.9,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
99.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
82.7,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90502,09.5.2 Newspapers and periodicals
94.1,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
94.2,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
98.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
68,Month,Apr-12,K02000001,United Kingdom,cpih1dim1T100000,10 Education
98.4,Month,Apr-12,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
94.3,Month,Apr-12,K02000001,United Kingdom,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
98.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G40900,04.9.0 Council Tax and rates
98.2,Month,Apr-12,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
99.8,Month,Apr-12,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
101.8,Month,Apr-12,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
98.5,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G50100,"05.1 Furniture, furnishings and carpets"
98,Month,Apr-13,K02000001,United Kingdom,cpih1dim1A0,Overall Index
93.3,Month,Apr-12,K02000001,United Kingdom,cpih1dim1T60000,06 Health
103.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
100.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
94.1,Month,Apr-12,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
97.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
99.5,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G50400,"05.4 Glassware, tableware and household utensils"
99.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
100.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
94.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
94.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G50500,05.5 Tools and equipment for house and garden
100.7,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
100.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
99.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G40500,"04.5 Electricity , gas and other fuels"
89.5,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G70300,07.3 Transport services
95.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G80100,08.1 Postal services
97.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
93.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G90500,"09.5 Books, newspapers and stationery"
102.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
97.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G80200,08.2/3 Telephone and telefax equip
103.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
96.5,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
96.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G90200,9.2 Other major durables for recreation and culture
107.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S10105,01.1.5 Oils and fats
101.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets"
100.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G50300,"05.3 Household appliances, fitting and repairs"
100.7,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S10106,01.1.6 Fruit
94.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G90400,09.4 Recreational and cultural services
93.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S110200,11.2.0 Accommodation Services
96.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
94.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S120504,12.5.4 Transport insurance
98.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G90600,09.6 Package holidays
96.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G60100,"06.1 Medical products, appliances and equipment"
101.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S10102,01.1.2 Meat
105,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S120602,12.6.2 Other financial services (nec)
96.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G60200,06.2 Out-patient services
103.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S10104,"01.1.4 Milk, cheese and eggs"
97.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S120700,12.7.0 Other Services Not Elsewhere covered
93.3,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G60300,06.3 Hospital services
100.3,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
101,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S20102,02.1.2 Wine
100.7,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G70100,07.1 Purchase of vehicles
101.7,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S10109,01.1.9 Food products (nec)
99.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S30102,03.1.2 Garments
104.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S10201,"01.2.1 Coffee, tea and cocoa"
107.7,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G70200,07.2 Operation of personal transport equipment
95.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S110101,"11.1.1 Restaurants, cafes"
95,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
98.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S110102,11.1.2 Canteens
115.7,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G90100,09.1 Audio-visual equipment and related products
96.5,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
81.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S100000,10.0.0 Education
101.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S120301,"12.3.1 Jewellery, clocks and watches"
102,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
98.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S10103,01.1.3 Fish
99.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S120302,12.3.2 Other personal effects
99.3,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
111,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S10107,01.1.7 Vegetables including potatoes and tubers
92.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S120503,12.5.3 Health insurance
99.7,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S40401,04.4.1 Water supply
100.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
102.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S20101,02.1.1 Spirits
163.7,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S40503,04.5.3 Liquid fuels
96.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
87.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S20200,02.2.0 Tobacco
96.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
102.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S120102,12.1.2/3 Appliances and products for personal care
94.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
93.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S120400,12.4.0 Social Protection
98.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
100.3,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
105.7,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S120502,12.5.2 House contents insurance
102.3,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S50102,05.1.2 Carpets and other floor coverings
96,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
104.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S20103,02.1.3 Beer
99.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
102.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
122.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
98.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S30103,03.1.3 Other clothing and clothing accessories
79.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
99.5,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
90.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
99.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S30200,03.2.0 Footwear including repairs
93.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
94.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
95.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
96,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
96.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
116.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
94.5,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
96.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
98.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
99.5,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
93.3,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
94,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
97.7,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
96,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
97.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
100.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
96.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
100.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
98.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
123.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
99.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
97.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
108,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
101.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
107.5,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
98.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
95.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
100,Month,Apr-13,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
96.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
99.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
94.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
98.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
95.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
96.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
101.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
102.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
97.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
99.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
93.7,Month,Apr-13,K02000001,United Kingdom,cpih1dim1T20000,02 Alcoholic beverages and tobacco
123.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
97.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
98.3,Month,Apr-13,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
96.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
100.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
95.5,Month,Apr-13,K02000001,United Kingdom,cpih1dim1T60000,06 Health
103.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
97.2,Month,Apr-13,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
103.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G40500,"04.5 Electricity , gas and other fuels"
94.3,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
95.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
99.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G40900,04.9.0 Council Tax and rates
92.9,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
95.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
99.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G50100,"05.1 Furniture, furnishings and carpets"
102.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
89.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S90502,09.5.2 Newspapers and periodicals
96.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
100.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G50300,"05.3 Household appliances, fitting and repairs"
81.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1T100000,10 Education
99.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
101.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G50400,"05.4 Glassware, tableware and household utensils"
95.4,Month,Apr-13,K02000001,United Kingdom,cpih1dim1T110000,11 Restaurants and hotels
100.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G50500,05.5 Tools and equipment for house and garden
99.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
98.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G60200,06.2 Out-patient services
98.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G60100,"06.1 Medical products, appliances and equipment"
96.6,Month,Apr-13,K02000001,United Kingdom,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
106.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G70200,07.2 Operation of personal transport equipment
99.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1A0,Overall Index
97.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G60300,06.3 Hospital services
89.8,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
98.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G90200,9.2 Other major durables for recreation and culture
103.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G70100,07.1 Purchase of vehicles
100.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets"
99.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G80100,08.1 Postal services
102.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
102.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S10201,"01.2.1 Coffee, tea and cocoa"
100.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
99,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G80200,08.2/3 Telephone and telefax equip
98.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
97.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S110101,"11.1.1 Restaurants, cafes"
111.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G90100,09.1 Audio-visual equipment and related products
101.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
102.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S120102,12.1.2/3 Appliances and products for personal care
93.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
96.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G90400,09.4 Recreational and cultural services
95.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S120400,12.4.0 Social Protection
100.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
97.8,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S120504,12.5.4 Transport insurance
98.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G90500,"09.5 Books, newspapers and stationery"
101.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
100.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S20101,02.1.1 Spirits
89.8,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S100000,10.0.0 Education
99.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
100.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S30102,03.1.2 Garments
104,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
98.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G70300,07.3 Transport services
99.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S30103,03.1.3 Other clothing and clothing accessories
104,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S10102,01.1.2 Meat
98.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G90600,09.6 Package holidays
97.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
104.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S10104,"01.1.4 Milk, cheese and eggs"
100.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S10103,01.1.3 Fish
101.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S30200,03.2.0 Footwear including repairs
106.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S10105,01.1.5 Oils and fats
101.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S10106,01.1.6 Fruit
105.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S10109,01.1.9 Food products (nec)
96.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
102.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
105.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S10107,01.1.7 Vegetables including potatoes and tubers
101.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S40401,04.4.1 Water supply
101.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
100.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S110102,11.1.2 Canteens
99.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
97.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
95.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S110200,11.2.0 Accommodation Services
101.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S50102,05.1.2 Carpets and other floor coverings
102.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S120502,12.5.2 House contents insurance
100.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S120301,"12.3.1 Jewellery, clocks and watches"
100,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
97.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S120503,12.5.3 Health insurance
101.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
100.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S120302,12.3.2 Other personal effects
102.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S120602,12.6.2 Other financial services (nec)
96.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
